cycle,entity_type,entity_id,entity_name,entity_subtype,party_label,party_score_dem,party_score_rep,lean_dem_amt,lean_rep_amt,mixed_amt,unknown_amt,lean_measure_total,coverage_total,coverage_ratio,classification_method,classification_source,scope
2026,committee,C00542217,TEXANS FOR A CONSERVATIVE MAJORITY,O,D,1.0,0.0,15668141,4586847,0.0,0.0,20254988,20254988,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00835959,FAIRSHAKE,O,R,0.0,1.0,0,7789491,0.0,0.0,7789491,7789491,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00836221,DEFEND AMERICAN JOBS,O,R,0.0,1.0,0,7080243,0.0,0.0,7080243,7080243,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00936724,ELECT CHICAGO WOMEN AKA ECW,O,D,1.0,0.0,5739457,1314737,0.0,0.0,7054194,7054194,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00902320,ILLINOIS FUTURE PAC,O,D,1.0,0.0,5609549,720451,0.0,0.0,6330000,6330000,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00799031,UNITED DEMOCRACY PROJECT ('UDP'),O,Mixed,0.49871364855216394,0.5012863514478361,2292448,2304274,0.0,0.0,4596722,4596722,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00923417,THINK BIG,O,Mixed,0.5777242737697635,0.42227572623023646,2232980,1632151,0.0,0.0,3865131,3865131,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00918268,LONE STAR RISING PAC,O,R,0.0,1.0,1028760,2574734,0.0,0.0,3603494,3603494,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00848440,PROTECT PROGRESS,O,D,1.0,0.0,3176384,20482,0.0,0.0,3196866,3196866,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00896365,"KEEP AMERICA GREAT PAC, INC.",O,D,1.0,0.0,2984047,145000,0.0,0.0,3129047,3129047,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00932707,CONSERVATIVE TEXANS PAC,O,D,1.0,0.0,2992696,0,0.0,0.0,2992696,2992696,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00835967,CONSERVATIVES FOR AMERICAN EXCELLENCE INC.,O,R,0.0,1.0,0,2969340,0.0,0.0,2969340,2969340,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",V,R,0.0,1.0,0,2882476,0.0,0.0,2882476,2882476,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00844613,WIN IT BACK PAC,O,D,1.0,0.0,2369586,345076,0.0,0.0,2714662,2714662,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00935049,AFFORDABLE CHICAGO NOW! (ACN),O,D,1.0,0.0,2359440,0,0.0,0.0,2359440,2359440,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00487470,CLUB FOR GROWTH ACTION,O,R,0.0,1.0,35911,2068229,0.0,0.0,2104140,2104140,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00685719,DLGA,W,D,1.0,0.0,1868595,0,0.0,0.0,1868595,1868595,1.0,candidate_facing_committee_activity,24k_contributions+ie_spending,all_committees
2026,committee,C00908723,MAGA KY,O,D,1.0,0.0,1825395,0,0.0,0.0,1825395,1825395,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00916692,AMERICAN MISSION,O,R,0.0,1.0,0,1767642,0.0,0.0,1767642,1767642,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00904623,OVERSIGHT ACTION FUND,W,D,1.0,0.0,1729435,5830,0.0,0.0,1735265,1735265,1.0,candidate_facing_committee_activity,24k_contributions+ie_spending,all_committees
2026,committee,C00892471,MAGA INC.,V,R,0.0,1.0,0,1690352,0.0,0.0,1690352,1690352,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00571588,RESTORATION OF AMERICA PAC,O,R,0.0,1.0,0,1659890,0.0,0.0,1659890,1659890,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00937094,STRONG PAC,O,R,0.0,1.0,0,1640760,0.0,0.0,1640760,1640760,1.0,candidate_facing_committee_activity,ie_spending,all_committees
2026,committee,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,Q,Mixed,0.383295327008391,0.616704672991609,622247,1001167,0.0,0.0,1623414,1623414,1.0,candidate_facing_committee_activity,24k_contributions+ie_spending,all_committees
2026,committee,C00901223,LONE STAR LIBERTY PAC,O,D,1.0,0.0,1494978,0,0.0,0.0,1494978,1494978,1.0,candidate_facing_committee_activity,ie_spending,all_committees
